Model,Extra Trees Weight,LightGBM Weight,Threshold,Accuracy,Precision,Recall,F1,ROC-AUC,Extra Trees Prediction Time,LightGBM Prediction Time
Extra Trees + Tuned LightGBM Ensemble,0.5,0.5,0.5,0.9743,0.9765876205787781,0.9719,0.9742381716118684,0.99686258,1.8609182834625244,1.3150596618652344
